student_id,register_number,student_name,email,phone,gender,department,course,year,semester,section,academic_year,previous_gpa,previous_percentage,internal_marks,assignment_score,quiz_score,midterm_score,final_exam_score,classes_held,classes_attended,attendance_percentage,study_hours_per_day,assignment_completion_rate,online_learning_hours,library_usage,participation_score,final_score,grade,pass_fail,risk_level
310,EEE20250310,Jagvi Pant,jagvi.pant90@college.edu,+91-8538554904,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,C,2025-2026,8.26,86.13,35.4,18.5,20.0,39.61,66.38,87,82,94.25,6.22,90.84,3.15,0,66.84,85.88,A+,Pass,Low
311,EEE20240311,Kai Oak,kai.oak42@college.edu,+91-8218023007,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,B,2024-2025,4.65,44.27,12.03,11.27,9.32,17.8,32.36,70,24,34.29,1.87,28.39,1.98,1,35.97,39.19,F,Fail,High
312,CSE20240312,Logan Majumdar,logan.majumdar81@college.edu,+91-8973888646,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,8,C,2024-2025,7.28,71.45,28.31,20.77,15.99,26.7,49.61,60,38,63.33,5.91,61.1,2.24,1,78.1,66.96,B+,Pass,Low
313,CE20240313,Aashi Varughese,aashi.varughese55@college.edu,+91-7868950062,Female,Civil Engineering,B.E. Civil Engineering,2,4,B,2024-2025,6.78,67.68,19.02,21.16,12.55,21.81,52.5,82,47,57.32,3.22,41.71,2.12,5,29.84,59.65,B,Pass,High
314,ME20240314,Ikshita Chada,ikshita.chada33@college.edu,+91-7353993484,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,5,B,2024-2025,7.59,72.9,22.39,11.73,15.54,32.55,49.32,71,51,71.83,6.43,38.52,2.65,3,60.25,62.95,B+,Pass,Medium
315,ME20250315,Kavya Ray,kavya.ray97@college.edu,+91-8005640129,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,3,B,2025-2026,7.1,70.33,28.88,19.68,14.53,42.89,74.22,73,52,71.23,4.12,83.63,3.47,3,68.99,85.67,A+,Pass,Low
316,ME20250316,Yash Khosla,yash.khosla76@college.edu,+91-7971482353,Male,Mechanical Engineering,B.E. Mechanical Engineering,1,1,A,2025-2026,4.24,42.6,21.29,6.17,8.59,28.48,37.16,76,36,47.37,2.98,56.76,1.28,2,56.51,48.99,C,Pass,High
317,AIDS20250317,Vyanjana Swaminathan,vyanjana.swaminathan62@college.edu,+91-7304205279,Female,AI & Data Science,B.Tech. AI & Data Science,1,2,A,2025-2026,4.68,48.41,28.23,18.64,12.33,27.98,50.38,67,37,55.22,6.69,64.33,1.65,2,85.74,65.24,B+,Pass,High
318,ME20250318,Vanya Badal,vanya.badal18@college.edu,+91-8643774394,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,1,B,2025-2026,8.12,82.76,32.04,19.35,12.45,38.38,54.4,84,70,83.33,6.67,91.03,2.83,4,90.38,74.56,A,Pass,Low
319,CE20240319,Charita Menon,charita.menon22@college.edu,+91-8890212621,Female,Civil Engineering,B.E. Civil Engineering,2,3,A,2024-2025,9.96,100.0,33.71,21.41,20.0,46.95,73.32,71,62,87.32,8.4,88.42,3.87,3,85.65,93.11,O,Pass,Low
320,ME20250320,Janya Ravel,janya.ravel12@college.edu,+91-7431494396,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,4,C,2025-2026,9.27,91.59,36.62,25.0,20.0,50.0,71.92,64,54,84.38,7.73,74.2,4.04,4,77.05,96.87,O,Pass,Low
321,EEE20250321,Keya Mohan,keya.mohan32@college.edu,+91-8189567020,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,B,2025-2026,4.97,48.55,20.8,9.82,9.09,15.88,35.44,80,48,60.0,3.76,43.93,0.76,0,41.22,43.36,C,Pass,Medium
322,EEE20250322,Qarin Solanki,qarin.solanki78@college.edu,+91-9188382776,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,5,C,2025-2026,9.75,93.23,38.48,22.68,18.4,37.48,62.92,66,56,84.85,6.51,100.0,2.58,3,80.95,85.61,A+,Pass,Low
323,IT20250323,Orinder Sandal,orinder.sandal64@college.edu,+91-9740542751,Male,Information Technology,B.E. Information Technology,1,1,B,2025-2026,8.44,79.58,26.84,18.29,14.34,42.9,50.11,79,46,58.23,6.37,88.2,2.72,0,60.99,72.74,A,Pass,Medium
324,AIDS20250324,Oni Pandey,oni.pandey73@college.edu,+91-8807595119,Female,AI & Data Science,B.Tech. AI & Data Science,3,6,A,2025-2026,7.86,81.36,28.83,16.92,16.44,14.47,62.53,71,45,63.38,6.8,64.95,3.01,3,70.98,65.82,B+,Pass,Low
325,CSE20240325,Utkarsh Madan,utkarsh.madan28@college.edu,+91-7171055058,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,7,A,2024-2025,6.57,63.22,20.7,12.06,9.01,11.21,29.06,89,46,51.69,1.82,46.3,1.85,0,44.02,38.84,F,Fail,High
326,CE20250326,Michael Krishnamurthy,michael.krishnamurthy52@college.edu,+91-7354024760,Male,Civil Engineering,B.E. Civil Engineering,4,8,C,2025-2026,7.31,70.98,30.91,18.22,12.84,38.81,58.19,80,69,86.25,4.9,64.97,2.54,3,90.03,75.73,A,Pass,Low
327,EEE20250327,Jack Dara,jack.dara27@college.edu,+91-7667339697,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,A,2025-2026,4.81,46.87,13.65,14.54,4.33,25.77,33.66,77,25,32.47,3.84,37.29,0.66,1,67.99,43.4,C,Pass,High
328,EEE20250328,Inaya Mutti,inaya.mutti31@college.edu,+91-7248704157,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,C,2025-2026,6.08,58.37,22.3,11.18,13.19,24.37,30.2,67,27,40.3,4.6,41.01,2.12,0,60.26,48.5,C,Pass,High
329,ECE20240329,Darpan Wason,darpan.wason95@college.edu,+91-9826313349,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,2,C,2024-2025,8.22,80.25,32.08,17.55,7.11,26.65,49.28,83,66,79.52,5.36,61.61,2.4,1,32.18,62.93,B+,Pass,Low
330,AIDS20250330,Hiral Handa,hiral.handa67@college.edu,+91-9221455181,Female,AI & Data Science,B.Tech. AI & Data Science,2,3,A,2025-2026,4.86,49.7,14.61,10.8,8.54,17.17,44.74,85,26,30.59,1.83,20.47,1.0,3,18.72,45.35,C,Pass,High
331,IT20250331,Janaki Sule,janaki.sule16@college.edu,+91-7126084156,Female,Information Technology,B.E. Information Technology,2,4,A,2025-2026,5.29,48.69,29.69,17.4,9.68,31.29,50.42,70,43,61.43,3.66,40.66,2.13,4,59.14,65.82,B+,Pass,Medium
332,IT20240332,Lakshit Vohra,lakshit.vohra66@college.edu,+91-8546720356,Male,Information Technology,B.E. Information Technology,1,2,C,2024-2025,7.97,78.85,22.97,15.99,12.74,27.65,31.99,61,29,47.54,5.27,36.59,3.21,2,69.46,53.01,B,Pass,Medium
333,EEE20250333,Megha Chaudhry,megha.chaudhry74@college.edu,+91-9895325210,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,A,2025-2026,8.81,83.84,32.1,22.59,18.63,45.24,60.63,83,64,77.11,6.39,95.36,1.31,1,98.56,85.32,A+,Pass,Low
334,ME20240334,Gunbir Minhas,gunbir.minhas47@college.edu,+91-8644884312,Male,Mechanical Engineering,B.E. Mechanical Engineering,1,1,A,2024-2025,5.98,59.49,22.89,15.64,13.39,27.87,40.28,89,42,47.19,6.37,61.75,1.9,1,60.87,57.13,B,Pass,Medium
335,CE20250335,Ishaan Patel,ishaan.patel93@college.edu,+91-8374110948,Male,Civil Engineering,B.E. Civil Engineering,1,2,A,2025-2026,8.08,78.92,29.49,21.01,20.0,41.7,67.94,68,58,85.29,4.59,80.08,3.56,4,77.51,85.7,A+,Pass,Low
336,EEE20240336,Gaurav Mittal,gaurav.mittal67@college.edu,+91-7197261797,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,5,C,2024-2025,6.66,63.84,34.61,10.4,17.11,37.97,63.98,90,49,54.44,3.7,90.95,2.25,2,76.17,78.86,A,Pass,Medium
337,ECE20240337,Advika Walla,advika.walla2@college.edu,+91-8584496586,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,6,B,2024-2025,6.33,66.48,24.18,16.91,11.65,43.23,48.63,66,47,71.21,4.84,43.33,0.0,2,62.94,68.99,B+,Pass,Medium
338,CE20250338,Edhitha Mahal,edhitha.mahal64@college.edu,+91-7839332926,Female,Civil Engineering,B.E. Civil Engineering,3,5,B,2025-2026,5.21,52.04,22.74,9.58,13.03,39.13,34.3,83,33,39.76,6.27,37.58,1.95,4,38.96,57.29,B,Pass,High
339,CE20250339,Arin Bhagat,arin.bhagat70@college.edu,+91-8487878460,Male,Civil Engineering,B.E. Civil Engineering,2,3,A,2025-2026,6.53,60.75,30.53,13.91,16.53,38.64,50.51,80,59,73.75,5.98,67.2,1.98,4,82.24,71.99,A,Pass,Low
340,AIDS20250340,Mugdha Date,mugdha.date94@college.edu,+91-8320748157,Female,AI & Data Science,B.Tech. AI & Data Science,3,5,C,2025-2026,8.67,82.5,33.21,24.22,14.65,41.1,53.29,63,51,80.95,7.32,85.82,3.22,1,67.92,79.04,A,Pass,Low
341,CSE20240341,Xalak Chauhan,xalak.chauhan12@college.edu,+91-7188550198,Female,Computer Science Engineering,B.E. Computer Science Engineering,4,8,A,2024-2025,4.84,48.23,18.33,13.18,9.49,31.1,45.51,89,43,48.31,3.78,54.43,2.54,0,44.92,55.97,B,Pass,High
342,CE20240342,Abha Mane,abha.mane65@college.edu,+91-7573437604,Female,Civil Engineering,B.E. Civil Engineering,4,8,B,2024-2025,8.2,83.66,38.05,15.65,18.57,43.74,42.34,80,75,93.75,3.64,75.4,4.26,4,82.86,76.2,A,Pass,Low
343,AIDS20240343,Wahab Srinivas,wahab.srinivas34@college.edu,+91-8352952965,Male,AI & Data Science,B.Tech. AI & Data Science,1,2,C,2024-2025,5.42,52.99,23.57,18.81,10.19,24.82,49.93,89,54,60.67,4.35,48.43,2.71,4,35.83,60.12,B+,Pass,High
344,ME20250344,Thomas Oak,thomas.oak26@college.edu,+91-7584595923,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,6,B,2025-2026,7.02,76.4,28.22,19.5,14.42,28.49,47.81,84,36,42.86,6.37,72.75,2.05,4,75.85,65.68,B+,Pass,Medium
345,AIDS20250345,George Behl,george.behl53@college.edu,+91-7518560332,Male,AI & Data Science,B.Tech. AI & Data Science,2,3,A,2025-2026,4.39,42.25,18.81,9.7,7.69,26.92,33.31,77,23,29.87,3.3,50.81,3.24,1,43.67,46.13,C,Pass,High
346,CE20250346,Jonathan Sridhar,jonathan.sridhar16@college.edu,+91-7388354759,Male,Civil Engineering,B.E. Civil Engineering,2,4,B,2025-2026,5.38,55.4,22.16,19.12,14.92,33.78,52.23,65,43,66.15,5.8,78.83,3.7,4,64.88,67.45,B+,Pass,Low
347,IT20240347,Dakshesh Bhattacharyya,dakshesh.bhattacharyya32@college.edu,+91-8527903519,Male,Information Technology,B.E. Information Technology,1,1,B,2024-2025,6.33,61.38,15.56,11.58,9.06,31.68,49.38,72,35,48.61,4.39,68.14,1.59,3,57.24,55.83,B,Pass,Medium
348,ME20240348,Suhani Swamy,suhani.swamy58@college.edu,+91-9387803202,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,6,A,2024-2025,7.47,73.72,33.67,20.57,17.98,44.77,49.38,83,83,100.0,4.61,86.79,5.52,3,81.42,79.48,A,Pass,Low
349,AIDS20240349,Balhaar Bera,balhaar.bera29@college.edu,+91-7561417687,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,A,2024-2025,6.08,58.06,26.17,13.9,11.8,26.63,62.44,66,31,46.97,4.19,71.8,1.86,4,37.92,67.0,B+,Pass,Medium
350,IT20240350,Forum Dixit,forum.dixit26@college.edu,+91-9774492599,Female,Information Technology,B.E. Information Technology,1,2,A,2024-2025,2.48,23.0,15.39,3.57,7.63,16.3,38.78,74,24,32.43,0.5,25.35,0.0,3,28.14,39.19,F,Fail,High
351,AIDS20250351,Max Chada,max.chada74@college.edu,+91-8860392455,Male,AI & Data Science,B.Tech. AI & Data Science,3,5,A,2025-2026,8.46,90.17,32.77,21.17,18.02,50.0,40.18,86,67,77.91,6.48,79.23,2.5,3,60.94,77.61,A,Pass,Low
352,ECE20250352,Jeet Dani,jeet.dani28@college.edu,+91-7803807914,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,2,C,2025-2026,4.58,46.79,21.6,10.84,15.1,16.49,39.62,68,39,57.35,2.95,50.93,1.19,0,51.64,49.42,C,Pass,High
353,CSE20250353,Sathvik Kara,sathvik.kara71@college.edu,+91-9057422183,Male,Computer Science Engineering,B.E. Computer Science Engineering,1,1,C,2025-2026,6.19,60.0,26.82,17.06,17.16,19.59,35.48,61,48,78.69,3.45,41.1,2.52,0,61.53,55.17,B,Pass,Medium
354,ECE20240354,Yutika Rai,yutika.rai70@college.edu,+91-7083880626,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,4,A,2024-2025,7.57,81.35,22.92,18.38,10.33,41.98,41.55,72,43,59.72,4.7,74.6,0.89,4,65.22,64.36,B+,Pass,Medium
355,IT20250355,Umang Savant,umang.savant24@college.edu,+91-7111939600,Male,Information Technology,B.E. Information Technology,4,8,B,2025-2026,3.91,35.38,16.04,13.28,6.9,16.7,48.0,70,25,35.71,3.59,45.51,2.08,2,38.42,47.53,C,Pass,High
356,AIDS20250356,Neha Sanghvi,neha.sanghvi30@college.edu,+91-7685583357,Female,AI & Data Science,B.Tech. AI & Data Science,3,5,B,2025-2026,5.51,52.02,19.64,7.49,11.96,24.01,27.77,63,26,41.27,4.69,45.41,0.64,0,37.69,43.76,C,Pass,High
357,CSE20250357,Michael Bhasin,michael.bhasin23@college.edu,+91-7756345332,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,5,A,2025-2026,5.49,57.95,19.57,13.3,7.59,12.35,41.35,67,20,29.85,4.41,71.47,1.99,3,26.62,44.37,C,Pass,Medium
358,CE20250358,Chavvi Johal,chavvi.johal73@college.edu,+91-7610324690,Female,Civil Engineering,B.E. Civil Engineering,3,5,C,2025-2026,4.14,41.64,18.09,15.93,8.18,14.28,31.47,78,23,29.49,3.99,32.42,1.03,4,38.35,41.33,C,Pass,High
359,CE20250359,Hitesh Lalla,hitesh.lalla8@college.edu,+91-7999109703,Male,Civil Engineering,B.E. Civil Engineering,4,8,A,2025-2026,6.79,68.68,23.92,24.92,13.67,27.04,58.68,79,44,55.7,5.66,67.13,1.78,1,56.7,69.66,B+,Pass,Medium
360,EEE20240360,Chaitaly Dugar,chaitaly.dugar44@college.edu,+91-7762184337,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,B,2024-2025,5.92,58.58,20.4,10.29,8.47,28.06,47.18,89,48,53.93,5.9,56.17,2.98,4,63.6,54.6,B,Pass,Medium
361,CE20240361,Kashvi Ghose,kashvi.ghose19@college.edu,+91-7476400290,Female,Civil Engineering,B.E. Civil Engineering,3,5,A,2024-2025,7.78,78.57,31.8,25.0,18.91,43.24,64.84,87,82,94.25,4.55,97.95,2.39,3,56.91,87.23,A+,Pass,Low
362,IT20250362,Bishakha Dugar,bishakha.dugar44@college.edu,+91-8296071464,Female,Information Technology,B.E. Information Technology,1,2,C,2025-2026,5.65,55.33,24.66,16.45,10.31,19.62,32.88,70,36,51.43,4.18,35.42,2.28,0,50.52,49.21,C,Pass,High
363,CSE20250363,Aarav Rege,aarav.rege72@college.edu,+91-9978819212,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,8,C,2025-2026,8.84,89.87,37.93,19.01,19.29,33.71,71.86,88,88,100.0,5.2,93.03,2.34,5,82.1,86.61,A+,Pass,Low
364,CE20240364,Umang Singhal,umang.singhal94@college.edu,+91-9957078297,Male,Civil Engineering,B.E. Civil Engineering,3,5,C,2024-2025,6.61,64.35,23.19,19.96,13.45,30.0,49.97,69,33,47.83,5.37,48.86,1.08,1,53.38,64.62,B+,Pass,Medium
365,ME20240365,Madhav Bali,madhav.bali41@college.edu,+91-9625862062,Male,Mechanical Engineering,B.E. Mechanical Engineering,1,2,C,2024-2025,4.06,40.25,10.51,9.08,7.22,23.92,51.34,67,25,37.31,3.48,38.99,1.32,2,32.17,48.41,C,Pass,High
366,AIDS20240366,Jack Mani,jack.mani41@college.edu,+91-7721070971,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2024-2025,8.06,82.83,40.0,23.5,10.66,42.22,68.9,80,75,93.75,5.9,100.0,2.83,4,81.12,87.99,A+,Pass,Low
367,AIDS20250367,Lohit Setty,lohit.setty89@college.edu,+91-7291176364,Male,AI & Data Science,B.Tech. AI & Data Science,3,6,A,2025-2026,6.55,68.46,34.15,17.08,15.63,43.13,63.62,71,60,84.51,8.35,80.46,2.89,2,91.25,82.98,A+,Pass,Low
368,AIDS20250368,Bimala Kaur,bimala.kaur22@college.edu,+91-8778198758,Female,AI & Data Science,B.Tech. AI & Data Science,1,1,B,2025-2026,7.03,71.86,33.35,22.8,13.73,36.17,55.35,75,57,76.0,4.53,90.37,1.91,4,86.07,76.57,A,Pass,Low
369,IT20240369,Kevin Hora,kevin.hora10@college.edu,+91-7143506818,Male,Information Technology,B.E. Information Technology,4,7,B,2024-2025,5.13,47.45,21.32,13.69,10.51,29.49,37.76,69,29,42.03,3.65,45.12,2.5,0,47.27,53.76,B,Pass,High
370,IT20240370,Unnati Contractor,unnati.contractor21@college.edu,+91-7322132937,Female,Information Technology,B.E. Information Technology,1,1,B,2024-2025,6.21,62.81,24.66,10.61,9.3,34.18,41.12,77,43,55.84,5.24,58.1,2.92,5,54.98,57.5,B,Pass,Medium
371,AIDS20240371,Isaiah Dixit,isaiah.dixit84@college.edu,+91-7708657549,Male,AI & Data Science,B.Tech. AI & Data Science,3,6,C,2024-2025,6.63,61.73,23.2,19.23,16.76,23.68,55.07,79,43,54.43,5.82,66.06,1.4,4,57.73,65.22,B+,Pass,Medium
372,CSE20240372,Lila Dhar,lila.dhar53@college.edu,+91-9994437044,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,1,B,2024-2025,5.7,59.53,11.85,12.24,13.9,38.86,36.3,77,29,37.66,3.89,48.11,0.0,2,62.04,54.14,B,Pass,High
373,ME20240373,Balendra Bhasin,balendra.bhasin51@college.edu,+91-9455732633,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,6,B,2024-2025,5.83,56.1,21.54,9.32,11.61,16.99,50.48,77,46,59.74,3.65,50.55,2.68,4,36.61,52.35,B,Pass,High
374,CSE20250374,Fitan Mohanty,fitan.mohanty85@college.edu,+91-9684745185,Male,Computer Science Engineering,B.E. Computer Science Engineering,1,2,A,2025-2026,8.57,79.94,31.29,22.2,12.94,36.55,65.62,79,55,69.62,8.18,63.08,2.0,2,88.3,79.89,A,Pass,Low
375,AIDS20250375,Mitali Sarna,mitali.sarna61@college.edu,+91-7496107065,Female,AI & Data Science,B.Tech. AI & Data Science,1,1,A,2025-2026,7.7,79.92,27.45,13.63,17.39,27.79,41.68,69,55,79.71,3.67,61.14,1.7,4,69.74,61.22,B+,Pass,Low
376,ECE20250376,David Sidhu,david.sidhu49@college.edu,+91-8586568081,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,8,A,2025-2026,6.98,66.12,27.52,18.96,20.0,38.8,53.51,65,42,64.62,5.62,88.93,1.83,2,68.5,75.72,A,Pass,Low
377,IT20240377,Nidra Rau,nidra.rau73@college.edu,+91-7264739091,Female,Information Technology,B.E. Information Technology,4,8,B,2024-2025,3.8,39.19,19.04,15.29,7.78,25.38,32.41,64,27,42.19,4.03,41.54,1.69,3,15.86,47.35,C,Pass,High
378,ME20250378,Madhavi Tella,madhavi.tella53@college.edu,+91-9532855799,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,1,C,2025-2026,4.58,43.96,20.24,21.39,11.48,24.73,23.55,67,39,58.21,4.76,32.84,2.8,2,42.97,47.77,C,Pass,High
379,CE20250379,Xiti Sarma,xiti.sarma31@college.edu,+91-9045530940,Female,Civil Engineering,B.E. Civil Engineering,4,8,C,2025-2026,8.37,82.75,36.62,25.0,20.0,46.77,61.33,69,68,98.55,6.52,93.65,2.87,0,87.74,90.31,O,Pass,Low
380,CE20250380,Banjeet Baral,banjeet.baral22@college.edu,+91-7910061300,Male,Civil Engineering,B.E. Civil Engineering,1,1,A,2025-2026,4.56,48.36,23.54,10.31,7.59,18.29,43.33,85,30,35.29,3.72,45.88,1.97,0,56.37,49.06,C,Pass,High
381,AIDS20250381,Tarak Naidu,tarak.naidu81@college.edu,+91-7635132230,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,C,2025-2026,8.62,87.55,28.16,13.79,17.24,42.25,37.21,86,71,82.56,4.49,62.7,2.52,3,64.34,66.71,B+,Pass,Low
382,IT20250382,Ladli Bal,ladli.bal36@college.edu,+91-9232043732,Female,Information Technology,B.E. Information Technology,1,1,B,2025-2026,6.03,59.71,26.33,20.61,13.74,42.19,51.78,74,42,56.76,5.93,78.98,3.17,5,93.86,73.54,A,Pass,Medium
383,AIDS20240383,Chakradev Karnik,chakradev.karnik76@college.edu,+91-9502579013,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2024-2025,4.68,48.7,24.2,15.61,14.18,27.8,47.01,84,51,60.71,6.06,43.6,1.88,5,52.92,61.27,B+,Pass,Medium
384,AIDS20250384,Aishani Luthra,aishani.luthra34@college.edu,+91-8645159179,Female,AI & Data Science,B.Tech. AI & Data Science,1,1,B,2025-2026,8.66,86.15,29.59,25.0,13.02,31.28,64.05,80,66,82.5,6.21,77.41,4.08,2,64.18,76.83,A,Pass,Low
385,EEE20250385,Anmol Gill,anmol.gill80@college.edu,+91-9614154439,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,A,2025-2026,3.42,29.68,19.22,5.66,7.36,22.82,36.83,81,46,56.79,2.87,49.06,2.85,2,64.54,44.15,C,Pass,High
386,AIDS20240386,Wahab Venkataraman,wahab.venkataraman61@college.edu,+91-8153561013,Male,AI & Data Science,B.Tech. AI & Data Science,4,8,C,2024-2025,6.35,63.01,23.95,16.98,14.33,38.87,63.97,88,66,75.0,5.42,79.15,2.73,2,92.55,75.22,A,Pass,Low
387,IT20250387,Vaishnavi Mall,vaishnavi.mall88@college.edu,+91-7421840452,Female,Information Technology,B.E. Information Technology,3,6,B,2025-2026,7.19,71.84,27.65,10.72,12.83,24.98,42.13,87,47,54.02,3.46,66.31,2.37,1,41.88,56.67,B,Pass,Medium
388,IT20250388,Hemangini Sarin,hemangini.sarin12@college.edu,+91-7807177651,Female,Information Technology,B.E. Information Technology,4,8,B,2025-2026,6.99,68.6,24.77,13.28,17.99,36.65,48.5,74,56,75.68,5.16,51.19,2.91,1,71.47,67.65,B+,Pass,Low
389,CE20250389,Xalak Chand,xalak.chand66@college.edu,+91-7682781467,Female,Civil Engineering,B.E. Civil Engineering,4,8,C,2025-2026,6.47,66.22,20.38,12.37,13.36,30.39,37.72,62,46,74.19,6.11,52.69,1.74,2,25.12,54.62,B,Pass,Medium
390,EEE20240390,Wahab Pall,wahab.pall26@college.edu,+91-7247508299,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,C,2024-2025,7.71,72.98,33.03,18.96,18.64,31.91,51.99,67,60,89.55,4.98,73.24,2.66,0,50.44,73.64,A,Pass,Low
391,AIDS20250391,Tara Nath,tara.nath65@college.edu,+91-8704854104,Female,AI & Data Science,B.Tech. AI & Data Science,3,5,B,2025-2026,6.21,62.47,20.72,13.57,13.43,25.87,45.35,80,38,47.5,4.34,64.14,1.31,5,66.95,56.6,B,Pass,Medium
392,ME20250392,Oeshi Cheema,oeshi.cheema23@college.edu,+91-9038315396,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,1,B,2025-2026,4.05,43.57,16.09,12.92,15.88,20.83,23.27,78,28,35.9,3.34,41.79,0.0,2,25.91,42.43,C,Pass,High
393,IT20240393,Faris Narayan,faris.narayan50@college.edu,+91-7213249628,Male,Information Technology,B.E. Information Technology,2,4,C,2024-2025,6.47,66.71,30.78,12.49,14.05,23.63,56.31,65,40,61.54,5.59,67.68,2.14,4,50.91,65.5,B+,Pass,Medium
394,CE20240394,Tripti Tandon,tripti.tandon35@college.edu,+91-9798546298,Female,Civil Engineering,B.E. Civil Engineering,2,3,C,2024-2025,6.75,63.84,29.29,25.0,16.38,22.76,60.32,73,68,93.15,6.79,68.4,2.62,3,74.87,72.36,A,Pass,Low
395,CE20240395,Mitali Rattan,mitali.rattan2@college.edu,+91-7961084962,Female,Civil Engineering,B.E. Civil Engineering,1,2,A,2024-2025,6.41,66.55,31.21,19.4,18.91,42.84,47.06,68,51,75.0,4.98,70.36,2.71,3,58.84,76.2,A,Pass,Low
396,IT20250396,Andrew Sha,andrew.sha28@college.edu,+91-9004452735,Male,Information Technology,B.E. Information Technology,3,6,B,2025-2026,7.78,78.61,19.34,15.24,12.8,28.03,51.93,69,28,40.58,4.17,56.56,1.9,3,36.15,60.42,B+,Pass,Medium
397,CE20250397,Chanchal Murty,chanchal.murty77@college.edu,+91-9615850281,Female,Civil Engineering,B.E. Civil Engineering,4,7,A,2025-2026,8.01,83.43,34.41,23.66,20.0,40.55,63.1,69,67,97.1,5.77,95.48,2.91,2,96.12,86.4,A+,Pass,Low
398,AIDS20250398,Lajita Naik,lajita.naik36@college.edu,+91-8121617417,Female,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2025-2026,7.36,80.02,21.52,17.03,14.92,33.46,39.88,80,57,71.25,6.58,61.77,1.79,3,68.91,60.37,B+,Pass,Low
399,ME20240399,Devika Raval,devika.raval77@college.edu,+91-8735589535,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,5,A,2024-2025,7.35,74.31,26.56,16.0,8.83,45.4,41.74,81,48,59.26,7.07,63.37,1.18,2,83.36,66.28,B+,Pass,Medium
400,CSE20250400,Yasti Agarwal,yasti.agarwal52@college.edu,+91-8667628074,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,2,B,2025-2026,7.95,77.11,40.0,21.98,15.64,44.86,75.0,83,59,71.08,6.11,84.75,3.7,0,60.12,94.04,O,Pass,Low
401,ME20240401,Vedhika Sachdev,vedhika.sachdev82@college.edu,+91-9043267129,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,4,C,2024-2025,3.97,40.32,15.38,12.33,3.85,25.31,31.88,89,41,46.07,2.77,22.9,2.08,4,61.6,42.08,C,Pass,High
